mes,year,puesto,numero
septiembre,2013,Puestos de trabajo eventuales del campo,"111,618.00"
agosto,2013,Puestos de trabajo eventuales del campo,"99,294.00"
julio,2013,Puestos de trabajo eventuales del campo,"98,242.00"
junio,2013,Puestos de trabajo eventuales del campo,"114,875.00"
mayo,2013,Puestos de trabajo eventuales del campo,"145,663.00"
abril,2013,Puestos de trabajo eventuales del campo,"172,510.00"
marzo,2013,Puestos de trabajo eventuales del campo,"190,224.00"
febrero,2013,Puestos de trabajo eventuales del campo,"183,967.00"
enero,2013,Puestos de trabajo eventuales del campo,"168,687.00"
diciembre,2012,Puestos de trabajo eventuales del campo,"160,211.00"
noviembre,2012,Puestos de trabajo eventuales del campo,"144,401.00"
octubre,2012,Puestos de trabajo eventuales del campo,"114,775.00"
septiembre,2012,Puestos de trabajo eventuales del campo,"101,749.00"
agosto,2012,Puestos de trabajo eventuales del campo,"98,274.00"
julio,2012,Puestos de trabajo eventuales del campo,"93,026.00"
junio,2012,Puestos de trabajo eventuales del campo,"100,981.00"
mayo,2012,Puestos de trabajo eventuales del campo,"117,271.00"
abril,2012,Puestos de trabajo eventuales del campo,"160,284.00"
marzo,2012,Puestos de trabajo eventuales del campo,"190,534.00"
febrero,2012,Puestos de trabajo eventuales del campo,"179,918.00"
enero,2012,Puestos de trabajo eventuales del campo,"174,599.00"
diciembre,2011,Puestos de trabajo eventuales del campo,"147,909.00"
noviembre,2011,Puestos de trabajo eventuales del campo,"123,225.00"
octubre,2011,Puestos de trabajo eventuales del campo,"107,210.00"
septiembre,2011,Puestos de trabajo eventuales del campo,"100,440.00"
agosto,2011,Puestos de trabajo eventuales del campo,"98,049.00"
julio,2011,Puestos de trabajo eventuales del campo,"93,884.00"
junio,2011,Puestos de trabajo eventuales del campo,"96,241.00"
mayo,2011,Puestos de trabajo eventuales del campo,"112,100.00"
abril,2011,Puestos de trabajo eventuales del campo,"137,524.00"
marzo,2011,Puestos de trabajo eventuales del campo,"161,152.00"
febrero,2011,Puestos de trabajo eventuales del campo,"161,817.00"
enero,2011,Puestos de trabajo eventuales del campo,"159,929.00"
diciembre,2010,Puestos de trabajo eventuales del campo,"127,154.00"
noviembre,2010,Puestos de trabajo eventuales del campo,"121,881.00"
octubre,2010,Puestos de trabajo eventuales del campo,"97,811.00"
septiembre,2010,Puestos de trabajo eventuales del campo,"98,723.00"
agosto,2010,Puestos de trabajo eventuales del campo,"78,621.00"
julio,2010,Puestos de trabajo eventuales del campo,"78,044.00"
junio,2010,Puestos de trabajo eventuales del campo,"85,601.00"
mayo,2010,Puestos de trabajo eventuales del campo,"107,464.00"
abril,2010,Puestos de trabajo eventuales del campo,"145,757.00"
marzo,2010,Puestos de trabajo eventuales del campo,"170,276.00"
febrero,2010,Puestos de trabajo eventuales del campo,"158,892.00"
enero,2010,Puestos de trabajo eventuales del campo,"159,472.00"
diciembre,2009,Puestos de trabajo eventuales del campo,"125,123.00"
noviembre,2009,Puestos de trabajo eventuales del campo,"105,561.00"
octubre,2009,Puestos de trabajo eventuales del campo,"93,268.00"
septiembre,2009,Puestos de trabajo eventuales del campo,"91,943.00"
agosto,2009,Puestos de trabajo eventuales del campo,"79,913.00"
julio,2009,Puestos de trabajo eventuales del campo,"79,477.00"
junio,2009,Puestos de trabajo eventuales del campo,"77,414.00"
mayo,2009,Puestos de trabajo eventuales del campo,"93,614.00"
abril,2009,Puestos de trabajo eventuales del campo,"129,793.00"
marzo,2009,Puestos de trabajo eventuales del campo,"158,949.00"
febrero,2009,Puestos de trabajo eventuales del campo,"149,254.00"
enero,2009,Puestos de trabajo eventuales del campo,"138,672.00"
diciembre,2008,Puestos de trabajo eventuales del campo,"115,565.00"
noviembre,2008,Puestos de trabajo eventuales del campo,"97,329.00"
octubre,2008,Puestos de trabajo eventuales del campo,"88,735.00"
septiembre,2008,Puestos de trabajo eventuales del campo,"85,583.00"
agosto,2008,Puestos de trabajo eventuales del campo,"74,466.00"
julio,2008,Puestos de trabajo eventuales del campo,"81,135.00"
junio,2008,Puestos de trabajo eventuales del campo,"82,947.00"
mayo,2008,Puestos de trabajo eventuales del campo,"105,453.00"
abril,2008,Puestos de trabajo eventuales del campo,"145,399.00"
marzo,2008,Puestos de trabajo eventuales del campo,"147,210.00"
febrero,2008,Puestos de trabajo eventuales del campo,"148,295.00"
enero,2008,Puestos de trabajo eventuales del campo,"141,927.00"
diciembre,2007,Puestos de trabajo eventuales del campo,"107,619.00"
noviembre,2007,Puestos de trabajo eventuales del campo,"89,846.00"
octubre,2007,Puestos de trabajo eventuales del campo,"81,612.00"
septiembre,2007,Puestos de trabajo eventuales del campo,"75,698.00"
agosto,2007,Puestos de trabajo eventuales del campo,"76,511.00"
julio,2007,Puestos de trabajo eventuales del campo,"71,527.00"
junio,2007,Puestos de trabajo eventuales del campo,"71,986.00"
mayo,2007,Puestos de trabajo eventuales del campo,"101,727.00"
abril,2007,Puestos de trabajo eventuales del campo,"127,277.00"
marzo,2007,Puestos de trabajo eventuales del campo,"125,821.00"
febrero,2007,Puestos de trabajo eventuales del campo,"127,606.00"
enero,2007,Puestos de trabajo eventuales del campo,"120,247.00"
diciembre,2006,Puestos de trabajo eventuales del campo,"103,791.00"
noviembre,2006,Puestos de trabajo eventuales del campo,"84,676.00"
octubre,2006,Puestos de trabajo eventuales del campo,"77,416.00"
septiembre,2006,Puestos de trabajo eventuales del campo,"64,755.00"
agosto,2006,Puestos de trabajo eventuales del campo,"65,884.00"
julio,2006,Puestos de trabajo eventuales del campo,"58,713.00"
junio,2006,Puestos de trabajo eventuales del campo,"58,193.00"
mayo,2006,Puestos de trabajo eventuales del campo,"81,355.00"
abril,2006,Puestos de trabajo eventuales del campo,"107,225.00"
marzo,2006,Puestos de trabajo eventuales del campo,"118,013.00"
febrero,2006,Puestos de trabajo eventuales del campo,"124,663.00"
enero,2006,Puestos de trabajo eventuales del campo,"113,121.00"
diciembre,2005,Puestos de trabajo eventuales del campo,"90,264.00"
noviembre,2005,Puestos de trabajo eventuales del campo,"68,054.00"
octubre,2005,Puestos de trabajo eventuales del campo,"56,215.00"
septiembre,2005,Puestos de trabajo eventuales del campo,"56,744.00"
agosto,2005,Puestos de trabajo eventuales del campo,"51,924.00"
julio,2005,Puestos de trabajo eventuales del campo,"44,681.00"
junio,2005,Puestos de trabajo eventuales del campo,"45,437.00"
mayo,2005,Puestos de trabajo eventuales del campo,"68,276.00"
abril,2005,Puestos de trabajo eventuales del campo,"90,789.00"
marzo,2005,Puestos de trabajo eventuales del campo,"100,202.00"
febrero,2005,Puestos de trabajo eventuales del campo,"105,522.00"
enero,2005,Puestos de trabajo eventuales del campo,"99,930.00"
diciembre,2004,Puestos de trabajo eventuales del campo,"85,450.00"
noviembre,2004,Puestos de trabajo eventuales del campo,"63,194.00"
octubre,2004,Puestos de trabajo eventuales del campo,"39,880.00"
septiembre,2004,Puestos de trabajo eventuales del campo,"41,681.00"
agosto,2004,Puestos de trabajo eventuales del campo,"39,551.00"
julio,2004,Puestos de trabajo eventuales del campo,"36,016.00"
junio,2004,Puestos de trabajo eventuales del campo,"20,152.00"
mayo,2004,Puestos de trabajo eventuales del campo,"35,990.00"
abril,2004,Puestos de trabajo eventuales del campo,"66,349.00"
marzo,2004,Puestos de trabajo eventuales del campo,"75,973.00"
febrero,2004,Puestos de trabajo eventuales del campo,"72,930.00"
enero,2004,Puestos de trabajo eventuales del campo,"67,118.00"
diciembre,2003,Puestos de trabajo eventuales del campo,"54,869.00"
noviembre,2003,Puestos de trabajo eventuales del campo,"33,027.00"
octubre,2003,Puestos de trabajo eventuales del campo,"23,510.00"
septiembre,2003,Puestos de trabajo eventuales del campo,"23,434.00"
agosto,2003,Puestos de trabajo eventuales del campo,"22,464.00"
julio,2003,Puestos de trabajo eventuales del campo,"24,349.00"
junio,2003,Puestos de trabajo eventuales del campo,"23,340.00"
mayo,2003,Puestos de trabajo eventuales del campo,"31,771.00"
abril,2003,Puestos de trabajo eventuales del campo,"63,430.00"
marzo,2003,Puestos de trabajo eventuales del campo,"77,422.00"
febrero,2003,Puestos de trabajo eventuales del campo,"78,640.00"
enero,2003,Puestos de trabajo eventuales del campo,"69,510.00"
diciembre,2002,Puestos de trabajo eventuales del campo,"48,517.00"
noviembre,2002,Puestos de trabajo eventuales del campo,"27,993.00"
octubre,2002,Puestos de trabajo eventuales del campo,"24,819.00"
septiembre,2002,Puestos de trabajo eventuales del campo,"21,761.00"
agosto,2002,Puestos de trabajo eventuales del campo,"21,836.00"
julio,2002,Puestos de trabajo eventuales del campo,"21,638.00"
junio,2002,Puestos de trabajo eventuales del campo,"28,877.00"
mayo,2002,Puestos de trabajo eventuales del campo,"45,672.00"
abril,2002,Puestos de trabajo eventuales del campo,"86,993.00"
marzo,2002,Puestos de trabajo eventuales del campo,"89,109.00"
febrero,2002,Puestos de trabajo eventuales del campo,"97,381.00"
enero,2002,Puestos de trabajo eventuales del campo,"82,501.00"
diciembre,2001,Puestos de trabajo eventuales del campo,"59,942.00"
noviembre,2001,Puestos de trabajo eventuales del campo,"45,875.00"
octubre,2001,Puestos de trabajo eventuales del campo,"33,658.00"
septiembre,2001,Puestos de trabajo eventuales del campo,"30,336.00"
agosto,2001,Puestos de trabajo eventuales del campo,"30,135.00"
julio,2001,Puestos de trabajo eventuales del campo,"27,650.00"
junio,2001,Puestos de trabajo eventuales del campo,"41,201.00"
mayo,2001,Puestos de trabajo eventuales del campo,"79,992.00"
abril,2001,Puestos de trabajo eventuales del campo,"98,815.00"
marzo,2001,Puestos de trabajo eventuales del campo,"99,121.00"
febrero,2001,Puestos de trabajo eventuales del campo,"100,355.00"
enero,2001,Puestos de trabajo eventuales del campo,"82,796.00"
diciembre,2000,Puestos de trabajo eventuales del campo,"50,977.00"
noviembre,2000,Puestos de trabajo eventuales del campo,"40,011.00"
octubre,2000,Puestos de trabajo eventuales del campo,"32,093.00"
septiembre,2000,Puestos de trabajo eventuales del campo,"29,559.00"
agosto,2000,Puestos de trabajo eventuales del campo,"30,139.00"
julio,2000,Puestos de trabajo eventuales del campo,"32,601.00"
junio,2000,Puestos de trabajo eventuales del campo,"41,240.00"
mayo,2000,Puestos de trabajo eventuales del campo,"70,161.00"
abril,2000,Puestos de trabajo eventuales del campo,"99,292.00"
marzo,2000,Puestos de trabajo eventuales del campo,"101,040.00"
febrero,2000,Puestos de trabajo eventuales del campo,"105,522.00"
enero,2000,Puestos de trabajo eventuales del campo,"86,722.00"
diciembre,1999,Puestos de trabajo eventuales del campo,"63,875.00"
noviembre,1999,Puestos de trabajo eventuales del campo,"47,910.00"
octubre,1999,Puestos de trabajo eventuales del campo,"37,752.00"
septiembre,1999,Puestos de trabajo eventuales del campo,"41,684.00"
agosto,1999,Puestos de trabajo eventuales del campo,"39,644.00"
julio,1999,Puestos de trabajo eventuales del campo,"38,648.00"
junio,1999,Puestos de trabajo eventuales del campo,"47,187.00"
mayo,1999,Puestos de trabajo eventuales del campo,"85,410.00"
abril,1999,Puestos de trabajo eventuales del campo,"111,748.00"
marzo,1999,Puestos de trabajo eventuales del campo,"119,583.00"
febrero,1999,Puestos de trabajo eventuales del campo,"118,251.00"
enero,1999,Puestos de trabajo eventuales del campo,"89,751.00"
diciembre,1998,Puestos de trabajo eventuales del campo,"71,339.00"
noviembre,1998,Puestos de trabajo eventuales del campo,"50,743.00"
octubre,1998,Puestos de trabajo eventuales del campo,"42,072.00"
septiembre,1998,Puestos de trabajo eventuales del campo,"41,446.00"
agosto,1998,Puestos de trabajo eventuales del campo,"41,063.00"
julio,1998,Puestos de trabajo eventuales del campo,"47,348.00"
junio,1998,Puestos de trabajo eventuales del campo,"57,872.00"
mayo,1998,Puestos de trabajo eventuales del campo,"73,557.00"
abril,1998,Puestos de trabajo eventuales del campo,"81,201.00"
marzo,1998,Puestos de trabajo eventuales del campo,"55,489.00"
febrero,1998,Puestos de trabajo eventuales del campo,"38,076.00"
enero,1998,Puestos de trabajo eventuales del campo,"29,340.00"
diciembre,1997,Puestos de trabajo eventuales del campo,"16,321.00"
noviembre,1997,Puestos de trabajo eventuales del campo,"8,525.00"
octubre,1997,Puestos de trabajo eventuales del campo,"1,632.00"
septiembre,1997,Puestos de trabajo eventuales del campo,"1,398.00"
agosto,1997,Puestos de trabajo eventuales del campo,"1,158.00"
julio,1997,Puestos de trabajo eventuales del campo,957
septiembre,2022,Puestos de trabajo eventuales,"2,878,787.00"
agosto,2022,Puestos de trabajo eventuales,"2,822,351.00"
julio,2022,Puestos de trabajo eventuales,"2,772,882.00"
junio,2022,Puestos de trabajo eventuales,"2,765,913.00"
mayo,2022,Puestos de trabajo eventuales,"2,771,100.00"
abril,2022,Puestos de trabajo eventuales,"2,802,755.00"
marzo,2022,Puestos de trabajo eventuales,"2,817,424.00"
febrero,2022,Puestos de trabajo eventuales,"2,815,331.00"
enero,2022,Puestos de trabajo eventuales,"2,768,144.00"
diciembre,2021,Puestos de trabajo eventuales,"2,675,729.00"
noviembre,2021,Puestos de trabajo eventuales,"2,772,312.00"
octubre,2021,Puestos de trabajo eventuales,"2,728,204.00"
septiembre,2021,Puestos de trabajo eventuales,"2,667,672.00"
agosto,2021,Puestos de trabajo eventuales,"2,620,596.00"
julio,2021,Puestos de trabajo eventuales,"2,617,692.00"
junio,2021,Puestos de trabajo eventuales,"2,846,583.00"
mayo,2021,Puestos de trabajo eventuales,"2,872,917.00"
abril,2021,Puestos de trabajo eventuales,"2,886,172.00"
marzo,2021,Puestos de trabajo eventuales,"2,892,588.00"
febrero,2021,Puestos de trabajo eventuales,"2,861,661.00"
enero,2021,Puestos de trabajo eventuales,"2,829,315.00"
diciembre,2020,Puestos de trabajo eventuales,"2,778,024.00"
noviembre,2020,Puestos de trabajo eventuales,"2,864,749.00"
octubre,2020,Puestos de trabajo eventuales,"2,817,869.00"
septiembre,2020,Puestos de trabajo eventuales,"2,729,060.00"
agosto,2020,Puestos de trabajo eventuales,"2,679,003.00"
julio,2020,Puestos de trabajo eventuales,"2,634,398.00"
junio,2020,Puestos de trabajo eventuales,"2,615,980.00"
mayo,2020,Puestos de trabajo eventuales,"2,613,737.00"
abril,2020,Puestos de trabajo eventuales,"2,703,509.00"
marzo,2020,Puestos de trabajo eventuales,"2,892,942.00"
febrero,2020,Puestos de trabajo eventuales,"2,960,334.00"
enero,2020,Puestos de trabajo eventuales,"2,906,946.00"
diciembre,2019,Puestos de trabajo eventuales,"2,865,261.00"
noviembre,2019,Puestos de trabajo eventuales,"2,998,151.00"
octubre,2019,Puestos de trabajo eventuales,"2,978,319.00"
septiembre,2019,Puestos de trabajo eventuales,"2,925,610.00"
agosto,2019,Puestos de trabajo eventuales,"2,870,703.00"
julio,2019,Puestos de trabajo eventuales,"2,881,702.00"
junio,2019,Puestos de trabajo eventuales,"2,860,952.00"
mayo,2019,Puestos de trabajo eventuales,"2,909,167.00"
abril,2019,Puestos de trabajo eventuales,"2,945,848.00"
marzo,2019,Puestos de trabajo eventuales,"2,948,928.00"
febrero,2019,Puestos de trabajo eventuales,"2,945,350.00"
enero,2019,Puestos de trabajo eventuales,"2,907,569.00"
diciembre,2018,Puestos de trabajo eventuales,"2,849,623.00"
noviembre,2018,Puestos de trabajo eventuales,"2,977,796.00"
octubre,2018,Puestos de trabajo eventuales,"2,947,421.00"
septiembre,2018,Puestos de trabajo eventuales,"2,911,768.00"
agosto,2018,Puestos de trabajo eventuales,"2,881,232.00"
julio,2018,Puestos de trabajo eventuales,"2,863,551.00"
junio,2018,Puestos de trabajo eventuales,"2,828,462.00"
mayo,2018,Puestos de trabajo eventuales,"2,877,402.00"
abril,2018,Puestos de trabajo eventuales,"2,895,392.00"
marzo,2018,Puestos de trabajo eventuales,"2,889,757.00"
febrero,2018,Puestos de trabajo eventuales,"2,860,110.00"
enero,2018,Puestos de trabajo eventuales,"2,818,455.00"
diciembre,2017,Puestos de trabajo eventuales,"2,742,952.00"
noviembre,2017,Puestos de trabajo eventuales,"2,883,648.00"
octubre,2017,Puestos de trabajo eventuales,"2,837,774.00"
septiembre,2017,Puestos de trabajo eventuales,"2,763,950.00"
agosto,2017,Puestos de trabajo eventuales,"2,731,141.00"
julio,2017,Puestos de trabajo eventuales,"2,697,359.00"
junio,2017,Puestos de trabajo eventuales,"2,685,628.00"
mayo,2017,Puestos de trabajo eventuales,"2,698,213.00"
abril,2017,Puestos de trabajo eventuales,"2,735,859.00"
marzo,2017,Puestos de trabajo eventuales,"2,739,308.00"
febrero,2017,Puestos de trabajo eventuales,"2,712,052.00"
enero,2017,Puestos de trabajo eventuales,"2,653,119.00"
diciembre,2016,Puestos de trabajo eventuales,"2,585,677.00"
noviembre,2016,Puestos de trabajo eventuales,"2,730,174.00"
octubre,2016,Puestos de trabajo eventuales,"2,688,639.00"
septiembre,2016,Puestos de trabajo eventuales,"2,640,482.00"
agosto,2016,Puestos de trabajo eventuales,"2,605,378.00"
julio,2016,Puestos de trabajo eventuales,"2,565,309.00"
junio,2016,Puestos de trabajo eventuales,"2,565,118.00"
mayo,2016,Puestos de trabajo eventuales,"2,591,513.00"
abril,2016,Puestos de trabajo eventuales,"2,626,201.00"
marzo,2016,Puestos de trabajo eventuales,"2,621,876.00"
febrero,2016,Puestos de trabajo eventuales,"2,603,753.00"
enero,2016,Puestos de trabajo eventuales,"2,562,601.00"
diciembre,2015,Puestos de trabajo eventuales,"2,502,847.00"
noviembre,2015,Puestos de trabajo eventuales,"2,640,076.00"
octubre,2015,Puestos de trabajo eventuales,"2,594,748.00"
septiembre,2015,Puestos de trabajo eventuales,"2,564,933.00"
agosto,2015,Puestos de trabajo eventuales,"2,541,826.00"
julio,2015,Puestos de trabajo eventuales,"2,531,454.00"
junio,2015,Puestos de trabajo eventuales,"2,527,842.00"
mayo,2015,Puestos de trabajo eventuales,"2,533,447.00"
abril,2015,Puestos de trabajo eventuales,"2,578,870.00"
marzo,2015,Puestos de trabajo eventuales,"2,569,668.00"
febrero,2015,Puestos de trabajo eventuales,"2,548,108.00"
enero,2015,Puestos de trabajo eventuales,"2,505,017.00"
diciembre,2014,Puestos de trabajo eventuales,"2,456,938.00"
noviembre,2014,Puestos de trabajo eventuales,"2,564,473.00"
octubre,2014,Puestos de trabajo eventuales,"2,520,746.00"
septiembre,2014,Puestos de trabajo eventuales,"2,472,567.00"
agosto,2014,Puestos de trabajo eventuales,"2,404,087.00"
julio,2014,Puestos de trabajo eventuales,"2,379,725.00"
junio,2014,Puestos de trabajo eventuales,"2,369,749.00"
mayo,2014,Puestos de trabajo eventuales,"2,380,921.00"
abril,2014,Puestos de trabajo eventuales,"2,400,110.00"
marzo,2014,Puestos de trabajo eventuales,"2,406,912.00"
febrero,2014,Puestos de trabajo eventuales,"2,369,622.00"
enero,2014,Puestos de trabajo eventuales,"2,319,342.00"
diciembre,2013,Puestos de trabajo eventuales,"2,274,709.00"
noviembre,2013,Puestos de trabajo eventuales,"2,376,660.00"
octubre,2013,Puestos de trabajo eventuales,"2,327,670.00"
septiembre,2013,Puestos de trabajo eventuales,"2,283,622.00"
agosto,2013,Puestos de trabajo eventuales,"2,253,222.00"
julio,2013,Puestos de trabajo eventuales,"2,241,062.00"
junio,2013,Puestos de trabajo eventuales,"2,247,958.00"
mayo,2013,Puestos de trabajo eventuales,"2,277,632.00"
abril,2013,Puestos de trabajo eventuales,"2,307,179.00"
marzo,2013,Puestos de trabajo eventuales,"2,304,581.00"
febrero,2013,Puestos de trabajo eventuales,"2,293,313.00"
enero,2013,Puestos de trabajo eventuales,"2,247,096.00"
diciembre,2012,Puestos de trabajo eventuales,"2,214,444.00"
noviembre,2012,Puestos de trabajo eventuales,"2,329,816.00"
octubre,2012,Puestos de trabajo eventuales,"2,287,507.00"
septiembre,2012,Puestos de trabajo eventuales,"2,238,585.00"
agosto,2012,Puestos de trabajo eventuales,"2,215,487.00"
julio,2012,Puestos de trabajo eventuales,"2,195,692.00"
junio,2012,Puestos de trabajo eventuales,"2,185,370.00"
mayo,2012,Puestos de trabajo eventuales,"2,184,438.00"
abril,2012,Puestos de trabajo eventuales,"2,214,198.00"
marzo,2012,Puestos de trabajo eventuales,"2,230,201.00"
febrero,2012,Puestos de trabajo eventuales,"2,181,488.00"
enero,2012,Puestos de trabajo eventuales,"2,141,176.00"
diciembre,2011,Puestos de trabajo eventuales,"2,083,605.00"
noviembre,2011,Puestos de trabajo eventuales,"2,174,641.00"
octubre,2011,Puestos de trabajo eventuales,"2,136,338.00"
septiembre,2011,Puestos de trabajo eventuales,"2,090,218.00"
agosto,2011,Puestos de trabajo eventuales,"2,059,923.00"
julio,2011,Puestos de trabajo eventuales,"2,032,394.00"
junio,2011,Puestos de trabajo eventuales,"2,008,607.00"
mayo,2011,Puestos de trabajo eventuales,"2,011,437.00"
abril,2011,Puestos de trabajo eventuales,"2,019,929.00"
marzo,2011,Puestos de trabajo eventuales,"2,030,940.00"
febrero,2011,Puestos de trabajo eventuales,"2,005,073.00"
enero,2011,Puestos de trabajo eventuales,"1,971,266.00"
diciembre,2010,Puestos de trabajo eventuales,"1,912,880.00"
noviembre,2010,Puestos de trabajo eventuales,"2,032,002.00"
octubre,2010,Puestos de trabajo eventuales,"1,968,268.00"
septiembre,2010,Puestos de trabajo eventuales,"1,926,773.00"
agosto,2010,Puestos de trabajo eventuales,"1,888,128.00"
julio,2010,Puestos de trabajo eventuales,"1,860,754.00"
junio,2010,Puestos de trabajo eventuales,"1,850,026.00"
mayo,2010,Puestos de trabajo eventuales,"1,852,388.00"
abril,2010,Puestos de trabajo eventuales,"1,875,674.00"
marzo,2010,Puestos de trabajo eventuales,"1,866,821.00"
febrero,2010,Puestos de trabajo eventuales,"1,809,781.00"
enero,2010,Puestos de trabajo eventuales,"1,766,815.00"
diciembre,2009,Puestos de trabajo eventuales,"1,692,609.00"
noviembre,2009,Puestos de trabajo eventuales,"1,784,517.00"
octubre,2009,Puestos de trabajo eventuales,"1,735,719.00"
septiembre,2009,Puestos de trabajo eventuales,"1,689,362.00"
agosto,2009,Puestos de trabajo eventuales,"1,665,181.00"
julio,2009,Puestos de trabajo eventuales,"1,642,014.00"
junio,2009,Puestos de trabajo eventuales,"1,619,361.00"
mayo,2009,Puestos de trabajo eventuales,"1,614,251.00"
abril,2009,Puestos de trabajo eventuales,"1,673,871.00"
marzo,2009,Puestos de trabajo eventuales,"1,696,583.00"
febrero,2009,Puestos de trabajo eventuales,"1,663,256.00"
enero,2009,Puestos de trabajo eventuales,"1,647,847.00"
diciembre,2008,Puestos de trabajo eventuales,"1,609,049.00"
noviembre,2008,Puestos de trabajo eventuales,"1,736,537.00"
octubre,2008,Puestos de trabajo eventuales,"1,739,869.00"
septiembre,2008,Puestos de trabajo eventuales,"1,710,038.00"
agosto,2008,Puestos de trabajo eventuales,"1,679,806.00"
julio,2008,Puestos de trabajo eventuales,"1,665,602.00"
junio,2008,Puestos de trabajo eventuales,"1,657,694.00"
mayo,2008,Puestos de trabajo eventuales,"1,661,331.00"
abril,2008,Puestos de trabajo eventuales,"1,716,609.00"
marzo,2008,Puestos de trabajo eventuales,"1,677,500.00"
febrero,2008,Puestos de trabajo eventuales,"1,707,796.00"
enero,2008,Puestos de trabajo eventuales,"1,662,196.00"
diciembre,2007,Puestos de trabajo eventuales,"1,579,314.00"
noviembre,2007,Puestos de trabajo eventuales,"1,719,519.00"
octubre,2007,Puestos de trabajo eventuales,"1,719,479.00"
septiembre,2007,Puestos de trabajo eventuales,"1,650,433.00"
agosto,2007,Puestos de trabajo eventuales,"1,659,320.00"
julio,2007,Puestos de trabajo eventuales,"1,617,827.00"
junio,2007,Puestos de trabajo eventuales,"1,615,925.00"
mayo,2007,Puestos de trabajo eventuales,"1,612,832.00"
abril,2007,Puestos de trabajo eventuales,"1,642,778.00"
marzo,2007,Puestos de trabajo eventuales,"1,615,322.00"
febrero,2007,Puestos de trabajo eventuales,"1,614,371.00"
enero,2007,Puestos de trabajo eventuales,"1,561,474.00"
diciembre,2006,Puestos de trabajo eventuales,"1,515,528.00"
noviembre,2006,Puestos de trabajo eventuales,"1,634,191.00"
octubre,2006,Puestos de trabajo eventuales,"1,634,575.00"
septiembre,2006,Puestos de trabajo eventuales,"1,574,178.00"
agosto,2006,Puestos de trabajo eventuales,"1,573,942.00"
julio,2006,Puestos de trabajo eventuales,"1,530,525.00"
junio,2006,Puestos de trabajo eventuales,"1,523,955.00"
mayo,2006,Puestos de trabajo eventuales,"1,504,656.00"
abril,2006,Puestos de trabajo eventuales,"1,507,559.00"
marzo,2006,Puestos de trabajo eventuales,"1,506,691.00"
febrero,2006,Puestos de trabajo eventuales,"1,493,604.00"
enero,2006,Puestos de trabajo eventuales,"1,435,413.00"
diciembre,2005,Puestos de trabajo eventuales,"1,376,966.00"
noviembre,2005,Puestos de trabajo eventuales,"1,473,650.00"
octubre,2005,Puestos de trabajo eventuales,"1,458,087.00"
septiembre,2005,Puestos de trabajo eventuales,"1,409,432.00"
agosto,2005,Puestos de trabajo eventuales,"1,390,687.00"
julio,2005,Puestos de trabajo eventuales,"1,331,710.00"
junio,2005,Puestos de trabajo eventuales,"1,345,097.00"
mayo,2005,Puestos de trabajo eventuales,"1,337,667.00"
abril,2005,Puestos de trabajo eventuales,"1,366,259.00"
marzo,2005,Puestos de trabajo eventuales,"1,336,634.00"
febrero,2005,Puestos de trabajo eventuales,"1,363,149.00"
enero,2005,Puestos de trabajo eventuales,"1,313,849.00"
diciembre,2004,Puestos de trabajo eventuales,"1,281,344.00"
noviembre,2004,Puestos de trabajo eventuales,"1,362,973.00"
octubre,2004,Puestos de trabajo eventuales,"1,333,872.00"
septiembre,2004,Puestos de trabajo eventuales,"1,312,611.00"
agosto,2004,Puestos de trabajo eventuales,"1,294,685.00"
julio,2004,Puestos de trabajo eventuales,"1,268,185.00"
junio,2004,Puestos de trabajo eventuales,"1,253,730.00"
mayo,2004,Puestos de trabajo eventuales,"1,239,574.00"
abril,2004,Puestos de trabajo eventuales,"1,292,200.00"
marzo,2004,Puestos de trabajo eventuales,"1,279,682.00"
febrero,2004,Puestos de trabajo eventuales,"1,248,906.00"
enero,2004,Puestos de trabajo eventuales,"1,212,691.00"
diciembre,2003,Puestos de trabajo eventuales,"1,178,627.00"
noviembre,2003,Puestos de trabajo eventuales,"1,247,050.00"
octubre,2003,Puestos de trabajo eventuales,"1,265,718.00"
septiembre,2003,Puestos de trabajo eventuales,"1,216,395.00"
agosto,2003,Puestos de trabajo eventuales,"1,205,768.00"
julio,2003,Puestos de trabajo eventuales,"1,207,974.00"
junio,2003,Puestos de trabajo eventuales,"1,200,882.00"
mayo,2003,Puestos de trabajo eventuales,"1,176,541.00"
abril,2003,Puestos de trabajo eventuales,"1,229,287.00"
marzo,2003,Puestos de trabajo eventuales,"1,222,734.00"
febrero,2003,Puestos de trabajo eventuales,"1,229,858.00"
enero,2003,Puestos de trabajo eventuales,"1,187,970.00"
diciembre,2002,Puestos de trabajo eventuales,"1,149,257.00"
noviembre,2002,Puestos de trabajo eventuales,"1,226,331.00"
octubre,2002,Puestos de trabajo eventuales,"1,236,548.00"
septiembre,2002,Puestos de trabajo eventuales,"1,201,027.00"
agosto,2002,Puestos de trabajo eventuales,"1,213,801.00"
julio,2002,Puestos de trabajo eventuales,"1,205,535.00"
junio,2002,Puestos de trabajo eventuales,"1,181,060.00"
mayo,2002,Puestos de trabajo eventuales,"1,196,881.00"
abril,2002,Puestos de trabajo eventuales,"1,240,851.00"
marzo,2002,Puestos de trabajo eventuales,"1,175,106.00"
febrero,2002,Puestos de trabajo eventuales,"1,225,471.00"
enero,2002,Puestos de trabajo eventuales,"1,170,988.00"
diciembre,2001,Puestos de trabajo eventuales,"1,120,523.00"
noviembre,2001,Puestos de trabajo eventuales,"1,235,906.00"
