sex,cs_p13_1,anios_esc,year,mes,saltrim
Hombre,Preparatoria o bachillerato,11,2013,12,27457.707
Hombre,Normal,11,2013,12,14157.438
Hombre,Carrera técnica,11,2013,12,28721.99
Hombre,Preparatoria o bachillerato,12,2013,12,29137.576
Hombre,Normal,12,2013,12,37013.656
Hombre,Carrera técnica,12,2013,12,31701.467
Hombre,Normal,13,2013,12,40433.504
Hombre,Carrera técnica,13,2013,12,29559.244
Hombre,Profesional,13,2013,12,32473.154
Hombre,Normal,14,2013,12,23828.816
Hombre,Carrera técnica,14,2013,12,38233.688
Hombre,Profesional,14,2013,12,34147.816
Hombre,Normal,15,2013,12,32070.826
Hombre,Carrera técnica,15,2013,12,32796.852
Hombre,Profesional,15,2013,12,34804.367
Hombre,Normal,16,2013,12,39067.461
Hombre,Profesional,16,2013,12,45934.27
Hombre,Normal,17,2013,12,46036.461
Hombre,Profesional,17,2013,12,48457.051
Hombre,Maestría,17,2013,12,65325.555
Hombre,Normal,18,2013,12,28654.824
Hombre,Profesional,18,2013,12,50442.746
Hombre,Maestría,18,2013,12,70217.906
Hombre,Profesional,19,2013,12,57204.809
Hombre,Maestría,19,2013,12,75665.984
Hombre,Doctorado,19,2013,12,69574.922
Hombre,Profesional,20,2013,12,27204.656
Hombre,Doctorado,20,2013,12,90934.961
Hombre,Doctorado,21,2013,12,79464.625
Hombre,Doctorado,22,2013,12,104889.83
Hombre,Doctorado,23,2013,12,86063.445
Hombre,Doctorado,24,2013,12,107579.31
Hombre,Primaria,99,2013,12,15663.548
Hombre,Secundaria,99,2013,12,22983.723
Hombre,Preparatoria o bachillerato,99,2013,12,42884.188
Hombre,Normal,99,2013,12,
Hombre,Carrera técnica,99,2013,12,18503.641
Hombre,Profesional,99,2013,12,41285.867
Hombre,Maestría,99,2013,12,117620.04
Hombre,Doctorado,99,2013,12,68850.758
Hombre,No Sabe,99,2013,12,21208.967
Hombre,Ninguno,0,2014,3,14897.812
Hombre,Preescolar,0,2014,3,13369.613
Hombre,Primaria,1,2014,3,17470.367
Hombre,Primaria,2,2014,3,17377.48
Hombre,Primaria,3,2014,3,18447.039
Hombre,Primaria,4,2014,3,17925.119
Hombre,Primaria,5,2014,3,19393.521
Hombre,Primaria,6,2014,3,20900.34
Hombre,Secundaria,7,2014,3,21464.533
Hombre,Carrera técnica,7,2014,3,22477.496
Hombre,Secundaria,8,2014,3,22709.854
Hombre,Carrera técnica,8,2014,3,30446.686
Hombre,Secundaria,9,2014,3,23379.227
Hombre,Carrera técnica,9,2014,3,24489.477
Hombre,Preparatoria o bachillerato,10,2014,3,25571.703
Hombre,Normal,10,2014,3,
Hombre,Carrera técnica,10,2014,3,23981.898
Hombre,Preparatoria o bachillerato,11,2014,3,28072.363
Hombre,Normal,11,2014,3,30001.816
Hombre,Carrera técnica,11,2014,3,29160.152
Hombre,Preparatoria o bachillerato,12,2014,3,28991.344
Hombre,Normal,12,2014,3,42032.156
Hombre,Carrera técnica,12,2014,3,31093.633
Hombre,Normal,13,2014,3,41713.027
Hombre,Carrera técnica,13,2014,3,28061.516
Hombre,Profesional,13,2014,3,31916.494
Hombre,Normal,14,2014,3,28329.51
Hombre,Carrera técnica,14,2014,3,36165.578
Hombre,Profesional,14,2014,3,30821.404
Hombre,Normal,15,2014,3,63639.57
Hombre,Carrera técnica,15,2014,3,34441.559
Hombre,Profesional,15,2014,3,34215.621
Hombre,Normal,16,2014,3,34762.113
Hombre,Profesional,16,2014,3,44837.535
Hombre,Normal,17,2014,3,32159.197
Hombre,Profesional,17,2014,3,48304.723
Hombre,Maestría,17,2014,3,51130.602
Hombre,Normal,18,2014,3,33941.105
Hombre,Profesional,18,2014,3,51977.137
Hombre,Maestría,18,2014,3,66880.773
Hombre,Profesional,19,2014,3,66009.664
Hombre,Maestría,19,2014,3,66628.211
Hombre,Doctorado,19,2014,3,103021.24
Hombre,Profesional,20,2014,3,21213.189
Hombre,Doctorado,20,2014,3,87340.258
Hombre,Doctorado,21,2014,3,84413.289
Hombre,Doctorado,22,2014,3,78253.102
Hombre,Doctorado,23,2014,3,63639.574
Hombre,Doctorado,24,2014,3,169705.53
Hombre,Primaria,99,2014,3,16948.568
Hombre,Secundaria,99,2014,3,21016.486
Hombre,Preparatoria o bachillerato,99,2014,3,23079.951
Hombre,Normal,99,2014,3,33941.105
Hombre,Carrera técnica,99,2014,3,27365.016
Hombre,Profesional,99,2014,3,42426.383
Hombre,Maestría,99,2014,3,53740.082
Hombre,Doctorado,99,2014,3,152734.97
Hombre,No Sabe,99,2014,3,17817.666
Hombre,Ninguno,0,2014,6,15521.289
Hombre,Preescolar,0,2014,6,16827.24
Hombre,Primaria,1,2014,6,16694.32
Hombre,Primaria,2,2014,6,16253.254
Hombre,Primaria,3,2014,6,17479.969
Hombre,Primaria,4,2014,6,18032.385
Hombre,Primaria,5,2014,6,18139.201
Hombre,Primaria,6,2014,6,20479.092
Hombre,Secundaria,7,2014,6,22181.139
Hombre,Carrera técnica,7,2014,6,30031.92
Hombre,Secundaria,8,2014,6,22203.254
Hombre,Carrera técnica,8,2014,6,25440.932
Hombre,Secundaria,9,2014,6,23483.832
Hombre,Carrera técnica,9,2014,6,27667.934
Hombre,Preparatoria o bachillerato,10,2014,6,25026.969
Hombre,Normal,10,2014,6,
Hombre,Carrera técnica,10,2014,6,23375.893
Hombre,Preparatoria o bachillerato,11,2014,6,27506.186
Hombre,Normal,11,2014,6,29272.785
Hombre,Carrera técnica,11,2014,6,26790.086
Hombre,Preparatoria o bachillerato,12,2014,6,28018.199
Hombre,Normal,12,2014,6,26786.295
Hombre,Carrera técnica,12,2014,6,30794.521
Hombre,Normal,13,2014,6,43209.652
Hombre,Carrera técnica,13,2014,6,30892.896
Hombre,Profesional,13,2014,6,32961.156
Hombre,Carrera técnica,14,2014,6,35249.906
Hombre,Profesional,14,2014,6,32075.219
Hombre,Carrera técnica,15,2014,6,35546.145
Hombre,Profesional,15,2014,6,33038.656
Hombre,Normal,16,2014,6,35473.563
Hombre,Profesional,16,2014,6,45209.352
Hombre,Normal,17,2014,6,
Hombre,Profesional,17,2014,6,48377.352
Hombre,Maestría,17,2014,6,59450.563
Hombre,Normal,18,2014,6,25540.967
Hombre,Profesional,18,2014,6,49811.18
Hombre,Maestría,18,2014,6,68177.797
Hombre,Profesional,19,2014,6,63376.281
Hombre,Maestría,19,2014,6,72392.133
Hombre,Doctorado,19,2014,6,85491.289
Hombre,Profesional,20,2014,6,19155.725
Hombre,Doctorado,20,2014,6,78496.5
Hombre,Doctorado,21,2014,6,92147.359
Hombre,Doctorado,22,2014,6,85817.648
Hombre,Doctorado,23,2014,6,191557.25
Hombre,Doctorado,24,2014,6,166016.28
Hombre,Primaria,99,2014,6,26230.572
Hombre,Secundaria,99,2014,6,20655.074
Hombre,Preparatoria o bachillerato,99,2014,6,28840.008
Hombre,Normal,99,2014,6,
Hombre,Carrera técnica,99,2014,6,19028.02
Hombre,Profesional,99,2014,6,46825.105
Hombre,Maestría,99,2014,6,63284.84
Hombre,Doctorado,99,2014,6,25540.967
Hombre,No Sabe,99,2014,6,31603.717
Hombre,Ninguno,0,2014,9,15374.812
Hombre,Preescolar,0,2014,9,16330.139
Hombre,Primaria,1,2014,9,16113.707
Hombre,Primaria,2,2014,9,16069.473
Hombre,Primaria,3,2014,9,17862.414
Hombre,Primaria,4,2014,9,17327.398
Hombre,Primaria,5,2014,9,18346.719
Hombre,Primaria,6,2014,9,20277.832
Hombre,Secundaria,7,2014,9,22788.307
Hombre,Carrera técnica,7,2014,9,19650.207
Hombre,Secundaria,8,2014,9,22299.547
Hombre,Carrera técnica,8,2014,9,24257.111
Hombre,Secundaria,9,2014,9,23146.168
Hombre,Carrera técnica,9,2014,9,28265.152
Hombre,Preparatoria o bachillerato,10,2014,9,24741.668
Hombre,Normal,10,2014,9,26215.717
Hombre,Carrera técnica,10,2014,9,22727.41
Hombre,Preparatoria o bachillerato,11,2014,9,26754.861
Hombre,Normal,11,2014,9,28772.012
Hombre,Carrera técnica,11,2014,9,28035.482
Hombre,Preparatoria o bachillerato,12,2014,9,27924.721
Hombre,Normal,12,2014,9,36229.543
Hombre,Carrera técnica,12,2014,9,31153.641
Hombre,Normal,13,2014,9,39058.531
Hombre,Carrera técnica,13,2014,9,30111.947
Hombre,Profesional,13,2014,9,33153.379
Hombre,Carrera técnica,14,2014,9,36389.844
Hombre,Profesional,14,2014,9,33675.895
Hombre,Carrera técnica,15,2014,9,34924.09
Hombre,Profesional,15,2014,9,34174.336
Hombre,Profesional,16,2014,9,45787.059
Hombre,Profesional,17,2014,9,47719.25
Hombre,Maestría,17,2014,9,51902.109
Hombre,Profesional,18,2014,9,52652.789
Hombre,Maestría,18,2014,9,69465.305
Hombre,Profesional,19,2014,9,56520.664
Hombre,Maestría,19,2014,9,76682.234
Hombre,Doctorado,19,2014,9,60152.262
Hombre,Profesional,20,2014,9,20340.871
Hombre,Doctorado,20,2014,9,86794.516
Hombre,Doctorado,21,2014,9,88168.891
Hombre,Doctorado,22,2014,9,102877.52
Hombre,Doctorado,23,2014,9,88438.563
Hombre,Doctorado,24,2014,9,84227.203
Hombre,Primaria,99,2014,9,19528.078
Hombre,Secundaria,99,2014,9,25219.309
Hombre,Preparatoria o bachillerato,99,2014,9,44775.18
Hombre,Normal,99,2014,9,
Hombre,Carrera técnica,99,2014,9,31694.697
Hombre,Profesional,99,2014,9,52536.719
Hombre,Maestría,99,2014,9,67381.766
Hombre,Doctorado,99,2014,9,18108.85
Hombre,No Sabe,99,2014,9,24935.9
Hombre,Ninguno,0,2014,12,14881.796
Hombre,Preescolar,0,2014,12,14220.038
Hombre,Primaria,1,2014,12,15675.309
Hombre,Primaria,2,2014,12,15932.817
Hombre,Primaria,3,2014,12,17514.938
Hombre,Primaria,4,2014,12,17621.434
Hombre,Primaria,5,2014,12,18282.902
Hombre,Primaria,6,2014,12,20268.961
Hombre,Secundaria,7,2014,12,21504.707
Hombre,Carrera técnica,7,2014,12,23586.941
Hombre,Secundaria,8,2014,12,22253.377
Hombre,Carrera técnica,8,2014,12,16212.991
Hombre,Secundaria,9,2014,12,22811.633
Hombre,Carrera técnica,9,2014,12,24000.287
Hombre,Preparatoria o bachillerato,10,2014,12,24588.109
Hombre,Normal,10,2014,12,22739.383
Hombre,Carrera técnica,10,2014,12,23680.863
Hombre,Preparatoria o bachillerato,11,2014,12,26993.465
Hombre,Normal,11,2014,12,29784.455
Hombre,Carrera técnica,11,2014,12,29515.354
Hombre,Preparatoria o bachillerato,12,2014,12,27831.197
Hombre,Normal,12,2014,12,27230.66
Hombre,Carrera técnica,12,2014,12,30185.68
Hombre,Normal,13,2014,12,41120.191
Hombre,Carrera técnica,13,2014,12,28507.506
Hombre,Profesional,13,2014,12,32241.145
Hombre,Carrera técnica,14,2014,12,32919.313
Hombre,Profesional,14,2014,12,32046.875
Hombre,Carrera técnica,15,2014,12,36235.551
Hombre,Profesional,15,2014,12,34084.582
Hombre,Profesional,16,2014,12,44167.926
Hombre,Profesional,17,2014,12,46047.914
Hombre,Maestría,17,2014,12,70102.609
Hombre,Profesional,18,2014,12,51300.465
Hombre,Maestría,18,2014,12,63035.914
Hombre,Profesional,19,2014,12,65656.867
Hombre,Maestría,19,2014,12,77343.25
Hombre,Doctorado,19,2014,12,56814
Hombre,Profesional,20,2014,12,
Hombre,Doctorado,20,2014,12,88392.078
Hombre,Doctorado,21,2014,12,76618.203
Hombre,Doctorado,22,2014,12,84847.758
Hombre,Doctorado,23,2014,12,84066.805
Hombre,Doctorado,24,2014,12,153800.91
Hombre,Primaria,99,2014,12,18455.623
Hombre,Secundaria,99,2014,12,17914.498
Hombre,Preparatoria o bachillerato,99,2014,12,21780.193
Hombre,Normal,99,2014,12,
Hombre,Carrera técnica,99,2014,12,27376.838
Hombre,Profesional,99,2014,12,58559.281
Hombre,Maestría,99,2014,12,
Hombre,Doctorado,99,2014,12,62016.496
Hombre,No Sabe,99,2014,12,28309.229
Hombre,Ninguno,0,2015,3,15205.805
Hombre,Preescolar,0,2015,3,16192.88
Hombre,Primaria,1,2015,3,16558.758
Hombre,Primaria,2,2015,3,16590.135
Hombre,Primaria,3,2015,3,18130.217
Hombre,Primaria,4,2015,3,18572.66
Hombre,Primaria,5,2015,3,18502.994
Hombre,Primaria,6,2015,3,20623.939
Hombre,Secundaria,7,2015,3,22331.738
Hombre,Carrera técnica,7,2015,3,21102.727
Hombre,Secundaria,8,2015,3,22228.76
Hombre,Carrera técnica,8,2015,3,31097.658
Hombre,Secundaria,9,2015,3,23417.061
Hombre,Carrera técnica,9,2015,3,25857.674
Hombre,Preparatoria o bachillerato,10,2015,3,25314.545
Hombre,Normal,10,2015,3,30738.816
Hombre,Carrera técnica,10,2015,3,29368.496
Hombre,Preparatoria o bachillerato,11,2015,3,27461.49
Hombre,Normal,11,2015,3,14553.888
Hombre,Carrera técnica,11,2015,3,27146.287
Hombre,Preparatoria o bachillerato,12,2015,3,27926.041
Hombre,Normal,12,2015,3,28078.178
Hombre,Carrera técnica,12,2015,3,30600.162
Hombre,Normal,13,2015,3,41283.551
Hombre,Carrera técnica,13,2015,3,34363.273
Hombre,Profesional,13,2015,3,29961.637
Hombre,Carrera técnica,14,2015,3,30243.018
Hombre,Profesional,14,2015,3,33709.758
Hombre,Carrera técnica,15,2015,3,34557.941
Hombre,Profesional,15,2015,3,32870.512
Hombre,Profesional,16,2015,3,44766.109
Hombre,Profesional,17,2015,3,47313.23
Hombre,Maestría,17,2015,3,55701.227
Hombre,Profesional,18,2015,3,59487.133
Hombre,Maestría,18,2015,3,66250.016
Hombre,Profesional,19,2015,3,43042.57
Hombre,Maestría,19,2015,3,73874.164
Hombre,Doctorado,19,2015,3,66359.719
Hombre,Profesional,20,2015,3,18511.164
Hombre,Doctorado,20,2015,3,69781.859
Hombre,Doctorado,21,2015,3,74269.734
Hombre,Doctorado,22,2015,3,106953.39
Hombre,Doctorado,23,2015,3,109695.78
Hombre,Doctorado,24,2015,3,106953.39
Hombre,Primaria,99,2015,3,19329.02
Hombre,Secundaria,99,2015,3,18048.973
Hombre,Preparatoria o bachillerato,99,2015,3,22059.137
Hombre,Normal,99,2015,3,4113.5918
Hombre,Carrera técnica,99,2015,3,40230.93
Hombre,Profesional,99,2015,3,47113.344
Hombre,Maestría,99,2015,3,
Hombre,Doctorado,99,2015,3,
Hombre,No Sabe,99,2015,3,28090.984
Hombre,Ninguno,0,2015,6,15880.19
Hombre,Preescolar,0,2015,6,17738.201
Hombre,Primaria,1,2015,6,17215.982
Hombre,Primaria,2,2015,6,17317.459
Hombre,Primaria,3,2015,6,18221.689
Hombre,Primaria,4,2015,6,18658.305
Hombre,Primaria,5,2015,6,19700.969
Hombre,Primaria,6,2015,6,20859.033
Hombre,Secundaria,7,2015,6,22883.479
Hombre,Carrera técnica,7,2015,6,24656.477
Hombre,Secundaria,8,2015,6,23683.703
Hombre,Carrera técnica,8,2015,6,33845.301
Hombre,Secundaria,9,2015,6,23581.26
Hombre,Carrera técnica,9,2015,6,28676.576
Hombre,Preparatoria o bachillerato,10,2015,6,26744.961
Hombre,Normal,10,2015,6,34656.035
Hombre,Carrera técnica,10,2015,6,25542.992
Hombre,Preparatoria o bachillerato,11,2015,6,27328.094
Hombre,Normal,11,2015,6,16415.582
Hombre,Carrera técnica,11,2015,6,29961.158
Hombre,Preparatoria o bachillerato,12,2015,6,28551.955
Hombre,Normal,12,2015,6,34467.176
Hombre,Carrera técnica,12,2015,6,31267.852
Hombre,Normal,13,2015,6,43932.344
Hombre,Carrera técnica,13,2015,6,34042.84
Hombre,Profesional,13,2015,6,31003.699
Hombre,Carrera técnica,14,2015,6,33032.691
Hombre,Profesional,14,2015,6,33323.824
Hombre,Carrera técnica,15,2015,6,34403.617
Hombre,Profesional,15,2015,6,34430.93
Hombre,Profesional,16,2015,6,45108.844
Hombre,Profesional,17,2015,6,47791.598
Hombre,Maestría,17,2015,6,57810.801
Hombre,Profesional,18,2015,6,54547.859
Hombre,Maestría,18,2015,6,66655.594
Hombre,Profesional,19,2015,6,67866.945
Hombre,Maestría,19,2015,6,75770.398
Hombre,Doctorado,19,2015,6,65318.867
Hombre,Doctorado,20,2015,6,71275.82
Hombre,Doctorado,21,2015,6,77521.133
Hombre,Doctorado,22,2015,6,79186.93
Hombre,Doctorado,23,2015,6,59311.82
Hombre,Doctorado,24,2015,6,82760.68
Hombre,Primaria,99,2015,6,29469.807
Hombre,Secundaria,99,2015,6,19297.723
Hombre,Preparatoria o bachillerato,99,2015,6,31395.855
Hombre,Normal,99,2015,6,41380.34
Hombre,Carrera técnica,99,2015,6,34005.445
Hombre,Profesional,99,2015,6,40368.82
Hombre,Maestría,99,2015,6,177935.47
Hombre,Doctorado,99,2015,6,41380.34
Hombre,No Sabe,99,2015,6,25744.016
Hombre,Ninguno,0,2015,9,15940.262
Hombre,Preescolar,0,2015,9,15723.621
Hombre,Primaria,1,2015,9,17474.469
Hombre,Primaria,2,2015,9,16541.15
Hombre,Primaria,3,2015,9,18254.102
Hombre,Primaria,4,2015,9,18682.928
Hombre,Primaria,5,2015,9,18971.818
Hombre,Primaria,6,2015,9,21092.012
Hombre,Secundaria,7,2015,9,22565.576
Hombre,Carrera técnica,7,2015,9,18211.631
Hombre,Secundaria,8,2015,9,23845.125
Hombre,Carrera técnica,8,2015,9,25870.443
Hombre,Secundaria,9,2015,9,23860.574
Hombre,Carrera técnica,9,2015,9,37126.953
Hombre,Preparatoria o bachillerato,10,2015,9,25333.256
Hombre,Normal,10,2015,9,29658.941
Hombre,Carrera técnica,10,2015,9,26491.541
Hombre,Preparatoria o bachillerato,11,2015,9,27516.65
Hombre,Normal,11,2015,9,15894.235
Hombre,Carrera técnica,11,2015,9,32178.932
Hombre,Preparatoria o bachillerato,12,2015,9,28012.256
Hombre,Normal,12,2015,9,28450.158
Hombre,Carrera técnica,12,2015,9,29857.289
Hombre,Normal,13,2015,9,40385.898
Hombre,Carrera técnica,13,2015,9,31705.52
Hombre,Profesional,13,2015,9,31270.068
Hombre,Carrera técnica,14,2015,9,30317.154
Hombre,Profesional,14,2015,9,33276.434
Hombre,Carrera técnica,15,2015,9,35561.367
Hombre,Profesional,15,2015,9,33113.332
Hombre,Profesional,16,2015,9,44951.621
Hombre,Profesional,17,2015,9,47170.84
Hombre,Maestría,17,2015,9,56302.543
Hombre,Profesional,18,2015,9,57917.406
Hombre,Maestría,18,2015,9,65245.609
Hombre,Profesional,19,2015,9,62789.051
Hombre,Maestría,19,2015,9,70554.344
Hombre,Doctorado,19,2015,9,46084.621
Hombre,Profesional,20,2015,9,21196.695
Hombre,Doctorado,20,2015,9,91264.844
Hombre,Doctorado,21,2015,9,80347.555
Hombre,Doctorado,22,2015,9,90594.703
Hombre,Doctorado,23,2015,9,126413.37
Hombre,Doctorado,24,2015,9,143776.03
Hombre,Primaria,99,2015,9,26810.809
Hombre,Secundaria,99,2015,9,16703.354
Hombre,Preparatoria o bachillerato,99,2015,9,35938.141
Hombre,Normal,99,2015,9,31219.939
Hombre,Carrera técnica,99,2015,9,27235.289
Hombre,Profesional,99,2015,9,104920.56
Hombre,Maestría,99,2015,9,123236.61
Hombre,Doctorado,99,2015,9,73941.961
Hombre,No Sabe,99,2015,9,32781.18
Hombre,Ninguno,0,2015,12,15548.823
Hombre,Preescolar,0,2015,12,13232.629
Hombre,Primaria,1,2015,12,16897.742
Hombre,Primaria,2,2015,12,16810.633
Hombre,Primaria,3,2015,12,18071.729
Hombre,Primaria,4,2015,12,18169.322
Hombre,Primaria,5,2015,12,18673.172
Hombre,Primaria,6,2015,12,20870.33
Hombre,Secundaria,7,2015,12,23706.406
Hombre,Carrera técnica,7,2015,12,24056.275
Hombre,Secundaria,8,2015,12,22344.354
Hombre,Carrera técnica,8,2015,12,23214.93
Hombre,Secundaria,9,2015,12,23389.742
Hombre,Carrera técnica,9,2015,12,30994.98
Hombre,Preparatoria o bachillerato,10,2015,12,24857.424
Hombre,Normal,10,2015,12,3481.4297
Hombre,Carrera técnica,10,2015,12,25693.133
Hombre,Preparatoria o bachillerato,11,2015,12,26876.277
Hombre,Normal,11,2015,12,14391.259
Hombre,Carrera técnica,11,2015,12,32234.445
Hombre,Preparatoria o bachillerato,12,2015,12,28598.211
Hombre,Normal,12,2015,12,31413.531
Hombre,Carrera técnica,12,2015,12,30776.744
Hombre,Normal,13,2015,12,38183.801
Hombre,Carrera técnica,13,2015,12,32508.428
Hombre,Profesional,13,2015,12,31118.996
Hombre,Carrera técnica,14,2015,12,31350.521
Hombre,Profesional,14,2015,12,33273.141
Hombre,Carrera técnica,15,2015,12,33637.668
Hombre,Profesional,15,2015,12,35562.871
Hombre,Profesional,16,2015,12,43949.402
Hombre,Profesional,17,2015,12,48211.289
Hombre,Maestría,17,2015,12,49574.848
Hombre,Profesional,18,2015,12,48283.895
Hombre,Maestría,18,2015,12,67494.188
Hombre,Profesional,19,2015,12,61563.281
Hombre,Maestría,19,2015,12,74563.492
Hombre,Doctorado,19,2015,12,49185.316
Hombre,Profesional,20,2015,12,30462.51
Hombre,Doctorado,20,2015,12,81614.367
Hombre,Doctorado,21,2015,12,76157.93
Hombre,Doctorado,22,2015,12,79686.75
Hombre,Doctorado,23,2015,12,107276.61
Hombre,Primaria,99,2015,12,33038.883
Hombre,Secundaria,99,2015,12,13006.205
Hombre,Preparatoria o bachillerato,99,2015,12,41068.727
Hombre,Normal,99,2015,12,26313.131
Hombre,Carrera técnica,99,2015,12,48299.215
Hombre,Profesional,99,2015,12,55089.867
Hombre,Maestría,99,2015,12,49185.316
Hombre,Doctorado,99,2015,12,121445.22
Hombre,No Sabe,99,2015,12,33771.602
Hombre,Ninguno,0,2016,3,15888.185
Hombre,Preescolar,0,2016,3,16234.361
Hombre,Primaria,1,2016,3,16945.559
Hombre,Primaria,2,2016,3,17475.592
Hombre,Primaria,3,2016,3,18576.641
Hombre,Primaria,4,2016,3,19142.547
Hombre,Primaria,5,2016,3,19231.404
Hombre,Primaria,6,2016,3,21277.117
Hombre,Secundaria,7,2016,3,23054.666
Hombre,Carrera técnica,7,2016,3,16087.354
Hombre,Secundaria,8,2016,3,23793.961
Hombre,Carrera técnica,8,2016,3,33683.926
Hombre,Secundaria,9,2016,3,23960.541
Hombre,Carrera técnica,9,2016,3,30106.746
Hombre,Preparatoria o bachillerato,10,2016,3,25827.57
Hombre,Normal,10,2016,3,22632.549
Hombre,Carrera técnica,10,2016,3,27808.707
Hombre,Preparatoria o bachillerato,11,2016,3,27871.471
Hombre,Normal,11,2016,3,22929.238
Hombre,Carrera técnica,11,2016,3,29800.75
Hombre,Preparatoria o bachillerato,12,2016,3,28523.172
Hombre,Normal,12,2016,3,41207.988
Hombre,Carrera técnica,12,2016,3,31538.611
Hombre,Normal,13,2016,3,39389.457
Hombre,Carrera técnica,13,2016,3,35677.504
Hombre,Profesional,13,2016,3,30771.771
Hombre,Carrera técnica,14,2016,3,33905.504
Hombre,Profesional,14,2016,3,32547.311
Hombre,Carrera técnica,15,2016,3,34077.594
Hombre,Profesional,15,2016,3,35006.672
Hombre,Profesional,16,2016,3,43610.008
Hombre,Profesional,17,2016,3,45729.211
Hombre,Maestría,17,2016,3,62986.789
Hombre,Profesional,18,2016,3,50981.004
Hombre,Maestría,18,2016,3,62128.418
Hombre,Profesional,19,2016,3,69733.578
Hombre,Maestría,19,2016,3,76344.844
Hombre,Doctorado,19,2016,3,52357.566
Hombre,Profesional,20,2016,3,38409.18
Hombre,Doctorado,20,2016,3,75478.008
Hombre,Doctorado,21,2016,3,81350.922
Hombre,Doctorado,22,2016,3,100433.2
Hombre,Doctorado,23,2016,3,119878.34
Hombre,Primaria,99,2016,3,20878.879
Hombre,Secundaria,99,2016,3,18137.543
Hombre,Preparatoria o bachillerato,99,2016,3,24130.314
Hombre,Normal,99,2016,3,
Hombre,Carrera técnica,99,2016,3,35816.496
Hombre,Profesional,99,2016,3,25811.932
Hombre,Maestría,99,2016,3,19605.521
Hombre,No Sabe,99,2016,3,23412.543
Hombre,Ninguno,0,2016,6,16329.04
Hombre,Preescolar,0,2016,6,13525.147
Hombre,Primaria,1,2016,6,17044.969
Hombre,Primaria,2,2016,6,17186.982
Hombre,Primaria,3,2016,6,18824.852
Hombre,Primaria,4,2016,6,19080.396
Hombre,Primaria,5,2016,6,19581.133
Hombre,Primaria,6,2016,6,21143.914
Hombre,Secundaria,7,2016,6,24659.129
Hombre,Carrera técnica,7,2016,6,16202.977
Hombre,Secundaria,8,2016,6,22683.891
Hombre,Carrera técnica,8,2016,6,23320.064
Hombre,Secundaria,9,2016,6,23786.09
Hombre,Carrera técnica,9,2016,6,25294.789
Hombre,Preparatoria o bachillerato,10,2016,6,25952.533
Hombre,Normal,10,2016,6,
Hombre,Carrera técnica,10,2016,6,23944.055
Hombre,Preparatoria o bachillerato,11,2016,6,29246.475
Hombre,Normal,11,2016,6,29137.109
Hombre,Carrera técnica,11,2016,6,28963.805
Hombre,Preparatoria o bachillerato,12,2016,6,28746.582
Hombre,Normal,12,2016,6,38425.875
Hombre,Carrera técnica,12,2016,6,31534.957
Hombre,Normal,13,2016,6,36412.074
Hombre,Carrera técnica,13,2016,6,31872.355
Hombre,Profesional,13,2016,6,30615.49
Hombre,Carrera técnica,14,2016,6,28820.762
Hombre,Profesional,14,2016,6,33394.426
Hombre,Carrera técnica,15,2016,6,38000.469
Hombre,Profesional,15,2016,6,36471.059
Hombre,Profesional,16,2016,6,44327.441
Hombre,Profesional,17,2016,6,47017.879
Hombre,Maestría,17,2016,6,59099.367
Hombre,Profesional,18,2016,6,49951.801
Hombre,Maestría,18,2016,6,65014.25
Hombre,Profesional,19,2016,6,70519.469
Hombre,Maestría,19,2016,6,76657.438
Hombre,Doctorado,19,2016,6,82137.289
Hombre,Profesional,20,2016,6,23426.721
Hombre,Doctorado,20,2016,6,82312.297
Hombre,Doctorado,21,2016,6,86895.758
Hombre,Doctorado,22,2016,6,73044.555
Hombre,Doctorado,23,2016,6,42508.434
Hombre,Primaria,99,2016,6,20524.443
Hombre,Secundaria,99,2016,6,22407.324
Hombre,Preparatoria o bachillerato,99,2016,6,32658.684
Hombre,Normal,99,2016,6,8676.5625
Hombre,Carrera técnica,99,2016,6,29459.957
Hombre,Profesional,99,2016,6,101162.67
Hombre,Maestría,99,2016,6,45064.316
Hombre,No Sabe,99,2016,6,24447.904
Hombre,Ninguno,0,2016,9,15690.75
Hombre,Preescolar,0,2016,9,15774.428
Hombre,Primaria,1,2016,9,17922.863
Hombre,Primaria,2,2016,9,17797.225
Hombre,Primaria,3,2016,9,18915.377
Hombre,Primaria,4,2016,9,19018.607
Hombre,Primaria,5,2016,9,20216.313
Hombre,Primaria,6,2016,9,21344.369
Hombre,Secundaria,7,2016,9,24997.314
Hombre,Carrera técnica,7,2016,9,12701.387
Hombre,Secundaria,8,2016,9,22790.088
Hombre,Carrera técnica,8,2016,9,28051.479
Hombre,Secundaria,9,2016,9,23987.15
Hombre,Carrera técnica,9,2016,9,27733.273
Hombre,Preparatoria o bachillerato,10,2016,9,26265.184
Hombre,Normal,10,2016,9,19947.211
Hombre,Carrera técnica,10,2016,9,28494.666
Hombre,Preparatoria o bachillerato,11,2016,9,27902.979
Hombre,Normal,11,2016,9,22589.551
Hombre,Carrera técnica,11,2016,9,28259.545
Hombre,Preparatoria o bachillerato,12,2016,9,28697.639
Hombre,Normal,12,2016,9,35507.938
Hombre,Carrera técnica,12,2016,9,31730.52
Hombre,Normal,13,2016,9,36792.176
Hombre,Carrera técnica,13,2016,9,35648.75
Hombre,Profesional,13,2016,9,30483.6
Hombre,Carrera técnica,14,2016,9,30449.529
Hombre,Profesional,14,2016,9,33301.434
