month,year,Descripcion Division,Desc Tam Empresa,Rango de edad,Desc Sexo,Salario
abril,2005,Servicios Sociales y Comunales,"más de 1,000",55-59 años,Hombre,372.11
abril,2005,Servicios Sociales y Comunales,"más de 1,000",50-54 años,Hombre,397.84
abril,2005,Servicios Sociales y Comunales,"más de 1,000",45-49 años,Hombre,371.26
abril,2005,Servicios Sociales y Comunales,"más de 1,000",40-44 años,Hombre,311.54
abril,2005,Servicios Sociales y Comunales,"más de 1,000",35-39 años,Hombre,269.18
abril,2005,Servicios Sociales y Comunales,"más de 1,000",30-34 años,Hombre,239.91
abril,2005,Servicios Sociales y Comunales,"más de 1,000",25-29 años,Hombre,208.65
abril,2005,Servicios Sociales y Comunales,"más de 1,000",20-24 años,Hombre,166.36
abril,2005,Servicios Sociales y Comunales,"más de 1,000",15-19 años,Hombre,127.15
abril,2005,Servicios Sociales y Comunales,No aplica,Menores de 15 años,Mujer,289
abril,2005,Servicios Sociales y Comunales,No aplica,75 o más años,Mujer,209.33
abril,2005,Servicios Sociales y Comunales,No aplica,70-74 años,Mujer,273.5
abril,2005,Servicios Sociales y Comunales,No aplica,65-69 años,Mujer,222.67
abril,2005,Servicios Sociales y Comunales,No aplica,60-64 años,Mujer,295.82
abril,2005,Servicios Sociales y Comunales,No aplica,55-59 años,Mujer,303.44
abril,2005,Servicios Sociales y Comunales,No aplica,50-54 años,Mujer,311.96
abril,2005,Servicios Sociales y Comunales,No aplica,45-49 años,Mujer,313.86
abril,2005,Servicios Sociales y Comunales,No aplica,40-44 años,Mujer,312.48
abril,2005,Servicios Sociales y Comunales,No aplica,35-39 años,Mujer,296.69
abril,2005,Servicios Sociales y Comunales,No aplica,30-34 años,Mujer,297.58
abril,2005,Servicios Sociales y Comunales,No aplica,25-29 años,Mujer,261.1
abril,2005,Servicios Sociales y Comunales,No aplica,20-24 años,Mujer,217.84
abril,2005,Servicios Sociales y Comunales,No aplica,15-19 años,Mujer,174.67
abril,2005,Servicios Sociales y Comunales,No aplica,75 o más años,Hombre,206
abril,2005,Servicios Sociales y Comunales,No aplica,70-74 años,Hombre,729
abril,2005,Servicios Sociales y Comunales,No aplica,65-69 años,Hombre,242.5
abril,2005,Servicios Sociales y Comunales,No aplica,60-64 años,Hombre,299.56
abril,2005,Servicios Sociales y Comunales,No aplica,55-59 años,Hombre,340.31
abril,2005,Servicios Sociales y Comunales,No aplica,50-54 años,Hombre,380.89
abril,2005,Servicios Sociales y Comunales,No aplica,45-49 años,Hombre,381.28
abril,2005,Servicios Sociales y Comunales,No aplica,40-44 años,Hombre,348.47
abril,2005,Servicios Sociales y Comunales,No aplica,35-39 años,Hombre,334.55
abril,2005,Servicios Sociales y Comunales,No aplica,30-34 años,Hombre,337.97
abril,2005,Servicios Sociales y Comunales,No aplica,25-29 años,Hombre,300.02
abril,2005,Servicios Sociales y Comunales,No aplica,20-24 años,Hombre,159.3
abril,2005,Transportes y Comunicaciones,1,75 o más años,Mujer,65.5
abril,2005,Transportes y Comunicaciones,1,70-74 años,Mujer,49.33
abril,2005,Transportes y Comunicaciones,1,65-69 años,Mujer,90.2
abril,2005,Transportes y Comunicaciones,1,60-64 años,Mujer,65.86
abril,2005,Transportes y Comunicaciones,1,55-59 años,Mujer,88.49
abril,2005,Transportes y Comunicaciones,1,50-54 años,Mujer,89.88
abril,2005,Transportes y Comunicaciones,1,45-49 años,Mujer,80.08
abril,2005,Transportes y Comunicaciones,1,40-44 años,Mujer,89.15
abril,2005,Transportes y Comunicaciones,1,35-39 años,Mujer,89.51
abril,2005,Transportes y Comunicaciones,1,30-34 años,Mujer,93.98
abril,2005,Transportes y Comunicaciones,1,25-29 años,Mujer,84.12
abril,2005,Transportes y Comunicaciones,1,20-24 años,Mujer,77.5
abril,2005,Transportes y Comunicaciones,1,15-19 años,Mujer,70.79
abril,2005,Transportes y Comunicaciones,1,Menores de 15 años,Hombre,
abril,2005,Transportes y Comunicaciones,1,75 o más años,Hombre,61.11
abril,2005,Transportes y Comunicaciones,1,70-74 años,Hombre,70.46
abril,2005,Transportes y Comunicaciones,1,65-69 años,Hombre,81.08
abril,2005,Transportes y Comunicaciones,1,60-64 años,Hombre,95.36
abril,2005,Transportes y Comunicaciones,1,55-59 años,Hombre,83.8
abril,2005,Transportes y Comunicaciones,1,50-54 años,Hombre,82.42
abril,2005,Transportes y Comunicaciones,1,45-49 años,Hombre,85.39
abril,2005,Transportes y Comunicaciones,1,40-44 años,Hombre,85.13
abril,2005,Transportes y Comunicaciones,1,35-39 años,Hombre,87.98
abril,2005,Transportes y Comunicaciones,1,30-34 años,Hombre,85.72
abril,2005,Transportes y Comunicaciones,1,25-29 años,Hombre,85.78
abril,2005,Transportes y Comunicaciones,1,20-24 años,Hombre,83.56
abril,2005,Transportes y Comunicaciones,1,15-19 años,Hombre,71.92
abril,2005,Transportes y Comunicaciones,entre 2 y 5,75 o más años,Mujer,84.64
abril,2005,Transportes y Comunicaciones,entre 2 y 5,70-74 años,Mujer,78
abril,2005,Transportes y Comunicaciones,entre 2 y 5,65-69 años,Mujer,87.51
abril,2005,Transportes y Comunicaciones,entre 2 y 5,60-64 años,Mujer,117.12
abril,2005,Transportes y Comunicaciones,entre 2 y 5,55-59 años,Mujer,104.32
abril,2005,Transportes y Comunicaciones,entre 2 y 5,50-54 años,Mujer,106.43
abril,2005,Transportes y Comunicaciones,entre 2 y 5,45-49 años,Mujer,101.62
abril,2005,Transportes y Comunicaciones,entre 2 y 5,40-44 años,Mujer,104.8
abril,2005,Transportes y Comunicaciones,entre 2 y 5,35-39 años,Mujer,107.91
abril,2005,Transportes y Comunicaciones,entre 2 y 5,30-34 años,Mujer,109.55
abril,2005,Transportes y Comunicaciones,entre 2 y 5,25-29 años,Mujer,104.99
abril,2005,Transportes y Comunicaciones,entre 2 y 5,20-24 años,Mujer,84.52
abril,2005,Transportes y Comunicaciones,entre 2 y 5,15-19 años,Mujer,76.11
abril,2005,Transportes y Comunicaciones,entre 2 y 5,Menores de 15 años,Hombre,60.67
abril,2005,Transportes y Comunicaciones,entre 2 y 5,75 o más años,Hombre,83.46
abril,2005,Transportes y Comunicaciones,entre 2 y 5,70-74 años,Hombre,108.35
abril,2005,Transportes y Comunicaciones,entre 2 y 5,65-69 años,Hombre,98.41
abril,2005,Transportes y Comunicaciones,entre 2 y 5,60-64 años,Hombre,102.3
abril,2005,Transportes y Comunicaciones,entre 2 y 5,55-59 años,Hombre,100.01
abril,2005,Transportes y Comunicaciones,entre 2 y 5,50-54 años,Hombre,99.71
abril,2005,Transportes y Comunicaciones,entre 2 y 5,45-49 años,Hombre,101.4
abril,2005,Transportes y Comunicaciones,entre 2 y 5,40-44 años,Hombre,99.84
abril,2005,Transportes y Comunicaciones,entre 2 y 5,35-39 años,Hombre,102.41
abril,2005,Transportes y Comunicaciones,entre 2 y 5,30-34 años,Hombre,100.56
abril,2005,Transportes y Comunicaciones,entre 2 y 5,25-29 años,Hombre,96.97
abril,2005,Transportes y Comunicaciones,entre 2 y 5,20-24 años,Hombre,88.77
abril,2005,Transportes y Comunicaciones,entre 2 y 5,15-19 años,Hombre,78.85
abril,2005,Transportes y Comunicaciones,entre 6 y 50,Menores de 15 años,Mujer,209
abril,2005,Transportes y Comunicaciones,entre 6 y 50,75 o más años,Mujer,166.88
abril,2005,Transportes y Comunicaciones,entre 6 y 50,70-74 años,Mujer,111.83
abril,2005,Transportes y Comunicaciones,entre 6 y 50,65-69 años,Mujer,166.55
abril,2005,Transportes y Comunicaciones,entre 6 y 50,60-64 años,Mujer,179.31
abril,2005,Transportes y Comunicaciones,entre 6 y 50,55-59 años,Mujer,192.1
abril,2005,Transportes y Comunicaciones,entre 6 y 50,50-54 años,Mujer,195.09
abril,2005,Transportes y Comunicaciones,entre 6 y 50,45-49 años,Mujer,219.14
abril,2005,Transportes y Comunicaciones,entre 6 y 50,40-44 años,Mujer,222.36
abril,2005,Transportes y Comunicaciones,entre 6 y 50,35-39 años,Mujer,207.77
abril,2005,Transportes y Comunicaciones,entre 6 y 50,30-34 años,Mujer,200.14
abril,2005,Transportes y Comunicaciones,entre 6 y 50,25-29 años,Mujer,177.29
abril,2005,Transportes y Comunicaciones,entre 6 y 50,20-24 años,Mujer,122.99
abril,2005,Transportes y Comunicaciones,entre 6 y 50,15-19 años,Mujer,89.93
abril,2005,Transportes y Comunicaciones,entre 6 y 50,Menores de 15 años,Hombre,261.33
abril,2005,Transportes y Comunicaciones,entre 6 y 50,75 o más años,Hombre,110.66
abril,2005,Transportes y Comunicaciones,entre 6 y 50,70-74 años,Hombre,139.88
abril,2005,Transportes y Comunicaciones,entre 6 y 50,65-69 años,Hombre,152.68
abril,2005,Transportes y Comunicaciones,entre 6 y 50,60-64 años,Hombre,156.4
abril,2005,Transportes y Comunicaciones,entre 6 y 50,55-59 años,Hombre,160.19
abril,2005,Transportes y Comunicaciones,entre 6 y 50,50-54 años,Hombre,174.63
abril,2005,Transportes y Comunicaciones,entre 6 y 50,45-49 años,Hombre,186.11
abril,2005,Transportes y Comunicaciones,entre 6 y 50,40-44 años,Hombre,181.05
abril,2005,Transportes y Comunicaciones,entre 6 y 50,35-39 años,Hombre,177.78
abril,2005,Transportes y Comunicaciones,entre 6 y 50,30-34 años,Hombre,165.3
abril,2005,Transportes y Comunicaciones,entre 6 y 50,25-29 años,Hombre,147.15
abril,2005,Transportes y Comunicaciones,entre 6 y 50,20-24 años,Hombre,115.19
abril,2005,Transportes y Comunicaciones,entre 6 y 50,15-19 años,Hombre,88.91
abril,2005,Transportes y Comunicaciones,entre 51 y 250,75 o más años,Mujer,106.55
abril,2005,Transportes y Comunicaciones,entre 51 y 250,70-74 años,Mujer,213.7
abril,2005,Transportes y Comunicaciones,entre 51 y 250,65-69 años,Mujer,185.23
abril,2005,Transportes y Comunicaciones,entre 51 y 250,60-64 años,Mujer,201.22
abril,2005,Transportes y Comunicaciones,entre 51 y 250,55-59 años,Mujer,245.86
abril,2005,Transportes y Comunicaciones,entre 51 y 250,50-54 años,Mujer,306.08
abril,2005,Transportes y Comunicaciones,entre 51 y 250,45-49 años,Mujer,373.21
abril,2005,Transportes y Comunicaciones,entre 51 y 250,40-44 años,Mujer,354.61
abril,2005,Transportes y Comunicaciones,entre 51 y 250,35-39 años,Mujer,304.08
abril,2005,Transportes y Comunicaciones,entre 51 y 250,30-34 años,Mujer,257.56
abril,2005,Transportes y Comunicaciones,entre 51 y 250,25-29 años,Mujer,201.37
abril,2005,Transportes y Comunicaciones,entre 51 y 250,20-24 años,Mujer,133.96
abril,2005,Transportes y Comunicaciones,entre 51 y 250,15-19 años,Mujer,96.93
abril,2005,Transportes y Comunicaciones,entre 51 y 250,Menores de 15 años,Hombre,86.33
abril,2005,Transportes y Comunicaciones,entre 51 y 250,75 o más años,Hombre,235.15
abril,2005,Transportes y Comunicaciones,entre 51 y 250,70-74 años,Hombre,212.5
abril,2005,Transportes y Comunicaciones,entre 51 y 250,65-69 años,Hombre,195.15
abril,2005,Transportes y Comunicaciones,entre 51 y 250,60-64 años,Hombre,216.64
abril,2005,Transportes y Comunicaciones,entre 51 y 250,55-59 años,Hombre,223.89
abril,2005,Transportes y Comunicaciones,entre 51 y 250,50-54 años,Hombre,250.52
abril,2005,Transportes y Comunicaciones,entre 51 y 250,45-49 años,Hombre,267.41
abril,2005,Transportes y Comunicaciones,entre 51 y 250,40-44 años,Hombre,259.3
abril,2005,Transportes y Comunicaciones,entre 51 y 250,35-39 años,Hombre,237.16
abril,2005,Transportes y Comunicaciones,entre 51 y 250,30-34 años,Hombre,215.25
abril,2005,Transportes y Comunicaciones,entre 51 y 250,25-29 años,Hombre,183.07
abril,2005,Transportes y Comunicaciones,entre 51 y 250,20-24 años,Hombre,133.41
abril,2005,Transportes y Comunicaciones,entre 51 y 250,15-19 años,Hombre,97.46
abril,2005,Transportes y Comunicaciones,entre 251 y 500,75 o más años,Mujer,154.57
abril,2005,Transportes y Comunicaciones,entre 251 y 500,70-74 años,Mujer,143.25
abril,2005,Transportes y Comunicaciones,entre 251 y 500,65-69 años,Mujer,112.38
abril,2005,Transportes y Comunicaciones,entre 251 y 500,60-64 años,Mujer,265.59
abril,2005,Transportes y Comunicaciones,entre 251 y 500,55-59 años,Mujer,379.92
abril,2005,Transportes y Comunicaciones,entre 251 y 500,50-54 años,Mujer,496.88
abril,2005,Transportes y Comunicaciones,entre 251 y 500,45-49 años,Mujer,526.73
abril,2005,Transportes y Comunicaciones,entre 251 y 500,40-44 años,Mujer,477.04
abril,2005,Transportes y Comunicaciones,entre 251 y 500,35-39 años,Mujer,395.85
abril,2005,Transportes y Comunicaciones,entre 251 y 500,30-34 años,Mujer,302.56
abril,2005,Transportes y Comunicaciones,entre 251 y 500,25-29 años,Mujer,240.88
abril,2005,Transportes y Comunicaciones,entre 251 y 500,20-24 años,Mujer,139.56
abril,2005,Transportes y Comunicaciones,entre 251 y 500,15-19 años,Mujer,81.5
abril,2005,Transportes y Comunicaciones,entre 251 y 500,75 o más años,Hombre,294.89
abril,2005,Transportes y Comunicaciones,entre 251 y 500,70-74 años,Hombre,263
abril,2005,Transportes y Comunicaciones,entre 251 y 500,65-69 años,Hombre,262.09
abril,2005,Transportes y Comunicaciones,entre 251 y 500,60-64 años,Hombre,295.07
abril,2005,Transportes y Comunicaciones,entre 251 y 500,55-59 años,Hombre,317.7
abril,2005,Transportes y Comunicaciones,entre 251 y 500,50-54 años,Hombre,369.49
abril,2005,Transportes y Comunicaciones,entre 251 y 500,45-49 años,Hombre,377.16
abril,2005,Transportes y Comunicaciones,entre 251 y 500,40-44 años,Hombre,348.86
abril,2005,Transportes y Comunicaciones,entre 251 y 500,35-39 años,Hombre,312.16
abril,2005,Transportes y Comunicaciones,entre 251 y 500,30-34 años,Hombre,275.03
abril,2005,Transportes y Comunicaciones,entre 251 y 500,25-29 años,Hombre,211.03
abril,2005,Transportes y Comunicaciones,entre 251 y 500,20-24 años,Hombre,137.85
abril,2005,Transportes y Comunicaciones,entre 251 y 500,15-19 años,Hombre,94.68
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",75 o más años,Mujer,332.57
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",70-74 años,Mujer,312
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",65-69 años,Mujer,329.91
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",60-64 años,Mujer,439.81
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",55-59 años,Mujer,513.72
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",50-54 años,Mujer,597.63
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",45-49 años,Mujer,636.39
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",40-44 años,Mujer,574.7
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",35-39 años,Mujer,491.14
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",30-34 años,Mujer,411.35
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",25-29 años,Mujer,329.52
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",20-24 años,Mujer,181.72
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",15-19 años,Mujer,114.09
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",75 o más años,Hombre,291.79
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",70-74 años,Hombre,333.32
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",65-69 años,Hombre,309.46
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",60-64 años,Hombre,314.8
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",55-59 años,Hombre,329.91
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",50-54 años,Hombre,378.58
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",45-49 años,Hombre,415.03
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",40-44 años,Hombre,385.5
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",35-39 años,Hombre,337.31
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",30-34 años,Hombre,303.47
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",25-29 años,Hombre,253.11
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",20-24 años,Hombre,159.84
abril,2005,Transportes y Comunicaciones,"entre 501 y 1,000",15-19 años,Hombre,114.97
abril,2005,Transportes y Comunicaciones,"más de 1,000",70-74 años,Mujer,213
abril,2005,Transportes y Comunicaciones,"más de 1,000",65-69 años,Mujer,621.22
abril,2005,Transportes y Comunicaciones,"más de 1,000",60-64 años,Mujer,623.52
abril,2005,Transportes y Comunicaciones,"más de 1,000",55-59 años,Mujer,721.54
abril,2005,Transportes y Comunicaciones,"más de 1,000",50-54 años,Mujer,746.96
abril,2005,Transportes y Comunicaciones,"más de 1,000",45-49 años,Mujer,743.77
abril,2005,Transportes y Comunicaciones,"más de 1,000",40-44 años,Mujer,698.56
abril,2005,Transportes y Comunicaciones,"más de 1,000",35-39 años,Mujer,645.23
abril,2005,Transportes y Comunicaciones,"más de 1,000",30-34 años,Mujer,537.11
abril,2005,Transportes y Comunicaciones,"más de 1,000",25-29 años,Mujer,439.19
abril,2005,Transportes y Comunicaciones,"más de 1,000",20-24 años,Mujer,303.22
abril,2005,Transportes y Comunicaciones,"más de 1,000",15-19 años,Mujer,217.44
abril,2005,Transportes y Comunicaciones,"más de 1,000",75 o más años,Hombre,539.06
abril,2005,Transportes y Comunicaciones,"más de 1,000",70-74 años,Hombre,480.63
abril,2005,Transportes y Comunicaciones,"más de 1,000",65-69 años,Hombre,494.44
abril,2005,Transportes y Comunicaciones,"más de 1,000",60-64 años,Hombre,526.47
abril,2005,Transportes y Comunicaciones,"más de 1,000",55-59 años,Hombre,634.58
abril,2005,Transportes y Comunicaciones,"más de 1,000",50-54 años,Hombre,696.93
abril,2005,Transportes y Comunicaciones,"más de 1,000",45-49 años,Hombre,699.39
abril,2005,Transportes y Comunicaciones,"más de 1,000",40-44 años,Hombre,645.79
abril,2005,Transportes y Comunicaciones,"más de 1,000",35-39 años,Hombre,552.61
abril,2005,Transportes y Comunicaciones,"más de 1,000",30-34 años,Hombre,460.54
abril,2005,Transportes y Comunicaciones,"más de 1,000",25-29 años,Hombre,361.18
abril,2005,Transportes y Comunicaciones,"más de 1,000",20-24 años,Hombre,203.44
abril,2005,Transportes y Comunicaciones,"más de 1,000",15-19 años,Hombre,103.41
abril,2005,No aplica,No aplica,Menores de 15 años,Mujer,
abril,2005,No aplica,No aplica,Menores de 15 años,Hombre,
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,75 o más años,Mujer,63.67
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,70-74 años,Mujer,87
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,65-69 años,Mujer,62.08
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,60-64 años,Mujer,62.24
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,55-59 años,Mujer,65.86
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,50-54 años,Mujer,74.61
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,45-49 años,Mujer,70.84
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,40-44 años,Mujer,72.32
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,35-39 años,Mujer,80.66
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,30-34 años,Mujer,80.93
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,25-29 años,Mujer,88.45
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,20-24 años,Mujer,79.27
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,15-19 años,Mujer,58.5
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,Menores de 15 años,Hombre,67.5
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,75 o más años,Hombre,63.89
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,70-74 años,Hombre,62.8
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,65-69 años,Hombre,68.89
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,60-64 años,Hombre,66.13
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,55-59 años,Hombre,69.91
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,50-54 años,Hombre,67.52
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,45-49 años,Hombre,68.81
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,40-44 años,Hombre,70.18
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,35-39 años,Hombre,69.9
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,30-34 años,Hombre,70.95
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,25-29 años,Hombre,69.93
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,20-24 años,Hombre,74.9
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",1,15-19 años,Hombre,70.74
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,Menores de 15 años,Mujer,53.33
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,75 o más años,Mujer,60.68
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,70-74 años,Mujer,77.75
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,65-69 años,Mujer,74.5
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,60-64 años,Mujer,77.31
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,55-59 años,Mujer,72.71
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,50-54 años,Mujer,80.79
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,45-49 años,Mujer,81.44
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,40-44 años,Mujer,87.78
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,35-39 años,Mujer,87.24
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,30-34 años,Mujer,91.95
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,25-29 años,Mujer,86.47
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,20-24 años,Mujer,79
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,15-19 años,Mujer,65.23
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,Menores de 15 años,Hombre,71.92
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,75 o más años,Hombre,67.16
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,70-74 años,Hombre,69.54
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,65-69 años,Hombre,65.89
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,60-64 años,Hombre,75.73
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,55-59 años,Hombre,73.73
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,50-54 años,Hombre,76.06
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,45-49 años,Hombre,78.86
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,40-44 años,Hombre,76.92
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,35-39 años,Hombre,77.56
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,30-34 años,Hombre,77.44
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,25-29 años,Hombre,76.49
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,20-24 años,Hombre,72.63
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 2 y 5,15-19 años,Hombre,71.61
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,Menores de 15 años,Mujer,91.97
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,75 o más años,Mujer,69.09
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,70-74 años,Mujer,84.45
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,65-69 años,Mujer,92.09
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,60-64 años,Mujer,91.03
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,55-59 años,Mujer,94.2
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,50-54 años,Mujer,105.94
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,45-49 años,Mujer,106.1
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,40-44 años,Mujer,112.48
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,35-39 años,Mujer,116.12
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,30-34 años,Mujer,113.68
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,25-29 años,Mujer,112.59
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,20-24 años,Mujer,87.84
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,15-19 años,Mujer,74.26
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,Menores de 15 años,Hombre,63.02
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,75 o más años,Hombre,76.31
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,70-74 años,Hombre,80.21
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,65-69 años,Hombre,96.11
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,60-64 años,Hombre,98.12
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,55-59 años,Hombre,98.46
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,50-54 años,Hombre,102.16
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,45-49 años,Hombre,111.97
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,40-44 años,Hombre,113.73
mayo,2005,"Agricultura, Ganadería, Silvicultura, Pesca y Caza",entre 6 y 50,35-39 años,Hombre,108.76
